V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
0,10001,1,2,4,5000,B008,0,0,S122,7,0,40000,4,19.18,1103,33,0
0,10099,3,1,4,1500,B001,1,0,S122,7,200,40000,4,19.18,1103,39,0
1,10001,1,1,4,2050,B001,1,1,S122,7,0,35000,4,19.18,1103,54,0
1,10011,2,1,4,1200,B001,1,1,S122,7,0,10000,3,19.18,1103,65,0
1,10035,3,1,4,5000,B001,1,1,S122,7,200,10000,3,27,408,33,0
0,10005,1,1,4,2000,B001,1,0,S122,7,1000,40000,4,19.18,1103,62,0
1,10008,1,2,4,3400,B002,1,1,S122,7,0,20000,4,13.99,546,49,0
0,10004,1,3,4,2800,B001,1,1,S122,7,600,20000,2,19.18,1103,41,0
1,10002,1,1,4,1800,B001,1,1,S122,7,0,20000,4,31.5,738,37,0
0,10005,1,2,4,1180,B002,1,0,S122,7,250,40000,4,19.18,1103,34,0
0,10003,1,2,4,2100,B006,1,0,S122,7,1200,40000,4,19.18,1103,62,0
1,10057,3,2,4,3100,B003,0,1,S122,7,1200,10000,3,19.18,1103,45,0
0,10003,1,1,4,1600,B001,1,0,S122,7,0,40000,4,19.18,1103,50,0
1,10002,1,2,4,2500,B002,1,1,S122,7,0,42000,4,19.18,1103,60,0
1,10003,1,2,4,1600,B001,1,1,S122,7,0,10000,2,19.18,1103,66,0
0,10004,1,1,4,3700,B002,1,0,S122,7,1000,40000,4,19.18,1103,67,0
1,10001,1,1,1,7252,B017,0,1,S122,7,2150,20000,5,15.25,478,38,0
0,10001,1,2,4,4600,B004,1,0,S122,7,1288.8,40000,4,19.18,1103,70,0
0,10005,1,1,4,2700,B010,0,0,S122,7,1250,40000,4,19.18,1103,32,0
0,10005,1,1,4,2500,B010,0,0,S122,7,1250,40000,4,19.18,1103,48,0
1,10004,1,1,4,3100,B005,1,1,S122,7,750,10000,1,19.18,1103,67,0
0,10005,1,1,4,2350,B010,0,0,S122,7,1250,40000,4,19.18,1103,68,0
0,10002,1,3,4,4500,B001,1,1,S122,7,2.2,50000,5,19.18,1103,70,0
1,10378,3,3,4,10200,B001,1,1,S122,7,1000,20000,3,14.9,692,33,0
0,10001,1,1,4,5040,B002,1,0,S122,7,1048.5,40000,4,19.18,1103,34,0
0,10003,1,2,4,1460,B015,1,0,S122,7,0,40000,4,19.18,1103,62,0
1,10006,1,1,4,1244.6,B025,0,1,S122,7,187.8,10000,4,31.5,369,57,0
1,10001,1,3,1,4800,B002,1,1,S122,7,0,30000,5,13.99,698,45,1
1,10002,1,2,4,2000,B005,1,1,S122,7,0,34000,4,16.75,977,62,0
1,10003,1,1,4,1800,B009,0,1,S122,7,0,29000,4,19.18,1103,38,0
1,10001,1,1,1,10000,B001,1,1,S122,7,400,50000,3,14.49,1721,36,0
1,10007,1,3,1,26000,B002,1,1,S122,7,0,150000,4,11.99,3949,70,0
1,10021,2,1,4,2000,B001,1,1,S122,7,0,32000,4,19.18,1103,55,0
0,10007,1,1,4,850,B004,1,0,S122,7,700,40000,4,19.18,1103,36,0
1,10002,1,2,2,3500.5,B002,1,1,S122,7,0,70000,5,13.99,1628,40,0
1,10078,3,3,4,4500,B004,1,1,S122,7,0,25000,2,19.18,1103,50,0
0,10003,1,2,4,5200,B002,1,0,S122,7,200,40000,4,19.18,1103,54,0
1,10004,1,2,2,3386.2,B001,1,1,S122,7,351,10000,5,14.25,234,58,0
0,10007,1,1,4,1000,B031,0,0,S122,7,0,40000,4,19.18,1103,36,0
0,10005,1,1,4,2100,B002,1,0,S122,7,0,40000,4,19.18,1103,49,0
0,10003,1,2,4,1520,B015,1,0,S122,7,0,40000,4,19.18,1103,48,0
1,10004,1,1,4,1700,B018,0,1,S122,7,0,27000,4,31.5,996,48,0
0,10003,1,2,4,1451.7,B006,1,0,S122,7,0,40000,4,19.18,1103,56,0
0,10004,1,1,4,5000,B002,1,0,S122,7,550,40000,4,19.18,1103,54,0
0,10048,3,1,4,1800,B003,0,0,S122,7,500,40000,4,19.18,1103,51,0
0,10003,1,1,4,1629.5,B006,1,0,S122,7,0,40000,4,19.18,1103,62,0
1,10181,3,1,4,1450,B004,1,1,S122,7,0,5000,2,19.18,1103,70,0
1,10005,1,2,4,18000,B006,1,1,S122,7,0,150000,4,14.85,4163,39,0
1,10005,1,2,4,2000,B004,1,1,S122,7,0,34000,4,28.5,1195,35,0
1,10002,1,2,4,1410,B001,1,1,S122,7,0,22000,4,31.5,811,47,0
1,10008,1,2,4,2500,B004,1,1,S122,7,725.6,21000,5,15.5,505,37,0
0,10001,1,1,4,2700,B001,1,0,S122,7,1000,40000,4,19.18,1103,57,0
1,10002,1,1,4,1500,B001,1,1,S122,7,0,24000,4,19.18,1103,59,0
1,10250,3,1,4,16200,B018,0,1,S122,7,450,42000,5,17.5,1055,33,0
1,10004,1,1,1,2463.2,B003,0,1,S122,7,0,30000,3,17.5,1077,45,0
0,10006,1,3,4,5400,B001,1,1,S122,7,0,10000,1,19.18,1103,35,0
1,10026,3,1,4,1200,B001,1,1,S122,7,0,7000,3,19.18,1103,35,0
1,10035,3,1,4,3000,B025,0,1,S122,7,0,20000,3,19.18,1103,69,0
1,10002,1,1,3,2800,B004,1,1,S122,7,150,30000,3,16.75,1066,33,0
0,10003,1,2,4,9600,B001,1,0,S122,7,5600,40000,4,19.18,1103,47,0
0,10002,1,2,4,7300,B005,1,0,S122,7,0,40000,4,19.18,1103,48,0
0,10018,3,2,4,1580,B015,1,0,S122,7,0,40000,4,19.18,1103,39,0
0,10003,1,2,4,10000,B001,1,0,S122,7,5600,40000,4,19.18,1103,59,0
1,10002,1,2,3,1500,B001,1,1,S122,7,0,24000,4,18.25,708,48,0
0,10003,1,2,4,2500,B015,1,0,S122,7,0,40000,4,19.18,1103,50,0
1,10002,1,1,4,2000,B001,1,1,S122,7,0,20000,3,19.18,1103,60,0
1,10004,1,2,4,2200,B009,0,1,S122,7,130,33000,4,16.75,948,56,0
0,10001,1,1,4,7500,B020,0,0,S122,7,0,40000,4,19.18,1103,51,0
1,10006,1,3,4,2700,B001,1,1,S122,7,0,10000,5,19.18,1103,57,0
0,10002,1,2,4,3370,B001,1,0,S122,7,300,40000,4,19.18,1103,51,0
1,10003,1,1,4,2700,B036,0,1,S122,7,0,47000,4,27,1611,41,0
1,10003,1,2,4,10000,B001,1,1,S122,7,0,10000,2,19.18,1103,61,0
1,10002,1,1,4,7000,B012,0,1,S122,7,2030,91000,4,19.18,1103,34,0
1,10002,1,1,1,2500,B012,0,1,S122,7,0,42000,4,19.18,1103,71,0
1,10006,1,2,4,1380,B003,0,1,S122,7,0,19000,3,31.5,822,30,0
1,10064,3,3,4,5500,B002,1,1,S122,7,0,100000,5,19.18,1103,37,0
1,10004,1,2,4,2500,B001,1,1,S122,7,0,42000,4,19.18,1103,41,0
1,10002,1,2,4,2000,B004,1,1,S122,7,600,23000,5,19.18,1103,40,0
1,10022,2,2,4,1300,B040,1,1,S122,7,0,19000,4,35.5,746,43,0
0,10005,1,1,4,1250,B009,0,0,S122,7,300,40000,4,19.18,1103,62,0
1,10001,1,1,1,2750,B001,1,1,S122,7,0,47000,4,19.18,1103,69,0
0,10017,2,3,4,850,B002,1,0,S122,7,0,40000,4,19.18,1103,42,0
0,10120,3,1,4,1500,B003,0,0,S122,7,750,40000,4,19.18,1103,46,0
0,10006,1,1,4,5000,B001,1,1,S122,7,700,96000,5,19.18,1103,31,0
1,10073,3,3,4,1430,B001,1,1,S122,7,0,8000,1,19.18,1103,58,0
1,10073,3,3,4,2762.3,B004,1,1,S122,7,0,30000,5,15.5,722,40,0
0,10006,1,1,4,1000,B004,1,0,S122,7,0,40000,4,19.18,1103,37,0
1,10031,3,1,4,2200,B003,0,1,S122,7,570,20000,5,19.18,1103,49,0
0,10001,1,1,4,2000,B011,1,1,S122,7,200,10000,2,19.18,1103,63,0
0,10001,1,1,4,2000,B001,1,0,S122,7,800,40000,4,19.18,1103,35,0
0,10203,3,2,4,1650,B002,1,0,S122,7,0,40000,4,19.18,1103,68,0
0,10037,2,1,4,2500,B034,0,1,S122,7,1000,10000,5,19.18,1103,37,0
1,10280,3,3,4,3000,B001,1,1,S122,7,0,10000,1,19.18,1103,58,0
1,10002,1,1,4,3200,B024,0,1,S122,7,0,58000,4,13.99,1585,49,0
1,10006,1,1,4,7000,B005,1,1,S122,7,0,126000,4,19.18,1103,30,0
1,10001,1,2,4,7000,B001,1,1,S122,7,0,50000,5,15.25,1196,42,0
1,10001,1,1,4,3500,B013,0,1,S122,7,0,60000,4,13.99,1639,48,0
0,10002,1,1,4,5500,B002,1,1,S122,7,0,100000,5,15.25,2392,66,0
1,10001,1,1,4,2513.9,B001,1,1,S122,7,0,41000,4,16.75,1178,58,0
1,10001,1,3,4,2489.9,B004,1,1,S122,7,481.1,20000,5,15.5,481,55,0
0,10001,1,3,4,1500,B007,0,0,S122,7,700,40000,4,19.18,1103,56,0
1,10016,2,2,4,3000,B021,1,1,S122,7,0,50000,5,19.18,1103,33,0
1,10002,1,3,4,1624,B004,1,1,S122,7,0,26000,4,19.18,1103,42,0
1,10005,1,3,4,20000,B004,1,1,S122,7,8000,246000,5,18.15,6267,65,0
1,10206,3,2,4,18000,B014,1,1,S122,7,3.6,10000,3,22,382,59,0
1,10015,3,1,4,7800,B002,1,1,S122,7,0,50000,4,19.18,1103,69,0
0,10004,1,1,4,5500,B002,1,1,S122,7,1665,30000,2,19.18,1103,39,0
1,10017,2,1,4,1250,B003,0,1,S122,7,0,19000,4,35.5,746,68,0
0,10002,1,2,4,2980,B004,1,0,S122,7,0,40000,4,19.18,1103,44,0
1,10001,1,1,4,4600,B003,0,1,S122,7,0,75000,4,13.99,2049,64,0
1,10017,2,2,4,1360,B003,0,1,S122,7,0,20000,4,19.18,1103,56,0
1,10006,1,2,4,1500,B003,0,1,S122,7,0,24000,4,31.5,885,46,0
1,10004,1,2,4,1550,B001,1,1,S122,7,0,10000,3,19.18,1103,33,0
1,10008,1,1,4,19600,B001,1,1,S122,7,0,30000,5,15.25,718,62,0
1,10011,2,1,4,2150,B002,1,1,S122,7,0,34000,4,19.18,1103,58,0
1,10001,1,2,4,2200,B006,1,1,S122,7,0,31000,3,19.18,1103,50,0
1,10005,1,2,4,6660,B004,1,1,S122,7,0,20000,4,13.99,546,68,0
0,10002,1,1,4,2700,B003,0,1,S122,7,0,51000,4,27,1748,39,0
1,10002,1,2,4,3400,B035,1,1,S122,7,530,35000,5,13.99,814,42,0
1,10006,1,1,4,10000,B001,1,1,S122,7,1000,10000,2,13.99,480,42,0
0,10004,1,1,4,4000,B004,1,0,S122,7,0,40000,4,19.18,1103,38,0
0,10001,1,1,1,11111.1,B001,1,0,S122,7,0,40000,4,19.18,1103,44,0
0,10005,1,1,4,1600,B003,0,0,S122,7,0,40000,4,19.18,1103,31,0
0,10005,1,2,4,1900,B003,0,0,S122,7,1000,40000,4,19.18,1103,67,0
1,10001,1,2,4,2500,B004,1,1,S122,7,400,30000,5,15.75,726,61,0
1,10002,1,2,2,4075,B002,1,1,S122,7,0,60000,5,19.18,1103,60,0
0,10037,2,1,4,1578.3,B008,0,0,S122,7,0,40000,4,19.18,1103,59,0
0,10103,3,1,4,2700,B014,1,0,S122,7,0,40000,4,19.18,1103,38,0
0,10034,3,1,4,250,B025,0,0,S122,7,0,40000,4,19.18,1103,68,0
1,10002,1,3,4,9600,B002,1,1,S122,7,1800,70000,5,15,1665,61,0
0,10247,3,1,4,2143.6,B039,0,0,S122,7,810,40000,4,19.18,1103,48,0
0,10002,1,1,4,1700,B001,1,0,S122,7,200,40000,4,19.18,1103,43,0
0,10026,3,2,4,3500,B001,1,0,S122,7,1500,40000,4,19.18,1103,43,0
1,10003,1,1,4,2000,B031,0,1,S122,7,500,20000,3,19.18,1103,32,0
1,10002,1,1,4,1840,B002,1,1,S122,7,0,10000,3,19.18,1103,38,0
0,10013,2,1,4,2800,B012,0,1,S122,7,0,50000,4,14.85,1388,63,0
0,10001,1,3,4,1748.8,B003,0,0,S122,7,0,40000,4,19.18,1103,53,0
1,10061,3,1,4,1200,B001,1,1,S122,7,200,8000,2,37,477,33,0
1,10003,1,2,4,5000,B013,0,1,S122,7,0,50000,3,14.49,1721,58,0
0,10027,1,2,4,2050,B015,1,0,S122,7,0,40000,4,19.18,1103,42,0
1,10003,1,3,4,100000,B002,1,1,S122,7,0,100000,5,19.18,1103,56,0
1,10001,1,1,2,2310,B001,1,1,S122,7,733.1,25000,5,15.5,601,54,0
0,10021,2,2,4,900,B002,1,0,S122,7,150,40000,4,19.18,1103,54,0
1,10001,1,1,4,4000,B001,1,1,S122,7,0,93000,5,17.5,2336,52,0
0,10006,1,1,4,8000,B001,1,0,S122,7,4000,40000,4,19.18,1103,47,0
0,10003,1,1,4,1080,B003,0,0,S122,7,0,40000,4,19.18,1103,48,0
0,10005,1,1,4,1400,B001,1,0,S122,7,450,40000,4,19.18,1103,44,0
1,10017,2,2,4,3300,B003,0,1,S122,7,0,30000,3,19.18,1103,53,0
1,10006,1,2,1,4141.1,B002,1,1,S122,7,0,10000,2,19.18,1103,59,0
0,10085,3,1,4,1800,B003,0,0,S122,7,300,40000,4,19.18,1103,32,0
1,10002,1,2,4,2200.1,B002,1,1,S122,7,0,47000,5,19.18,1103,52,0
0,10006,1,2,4,2900,B006,1,0,S122,7,1700,40000,4,19.18,1103,47,0
0,10076,3,2,4,5100,B016,0,0,S122,7,2200,40000,4,19.18,1103,52,0
1,10006,1,1,4,3400,B011,1,1,S122,7,1300,15000,4,19.18,1103,31,0
1,10104,3,1,4,35000,B001,1,1,S122,7,1800,30000,5,19.75,791,63,0
1,10002,1,1,4,11000,B026,1,1,S122,7,0,150000,4,19.18,1103,62,0
0,10001,1,1,4,1300,B008,0,0,S122,7,0,40000,4,19.18,1103,36,0
0,10012,1,1,4,2000,B012,0,0,S122,7,0,40000,4,19.18,1103,58,0
1,10004,1,3,1,1400,B002,1,1,S122,7,0,22000,4,19.18,1103,51,0
0,10003,1,3,4,1600,B013,0,0,S122,7,0,40000,4,19.18,1103,48,0
1,10002,1,3,3,4500,B002,1,1,S122,7,0,81000,4,19.18,1103,54,0
0,10005,1,2,4,4000,B001,1,0,S122,7,800,40000,4,19.18,1103,41,0
0,10045,3,1,4,1800,B012,0,0,S122,7,0,40000,4,19.18,1103,44,0
0,10222,3,1,4,1000,B001,1,0,S122,7,400,40000,4,19.18,1103,66,0
0,10002,1,1,4,1700,B001,1,1,S122,7,0,10000,1,31.5,982,70,0
0,10003,1,1,4,2680,B001,1,0,S122,7,0,40000,4,19.18,1103,55,0
0,10031,3,1,4,950,B003,0,0,S122,7,0,40000,4,19.18,1103,49,0
0,10009,2,3,4,1037.3,B003,0,0,S122,7,0,40000,4,19.18,1103,37,0
1,10010,1,1,4,2016.1,B026,1,1,S122,7,450,20000,4,19.18,1103,70,0
0,10003,1,1,4,2300,B001,1,0,S122,7,1100,40000,4,19.18,1103,42,0
1,10017,2,2,4,1232.1,B015,1,1,S122,7,0,18000,4,35.5,707,36,0
1,10001,1,1,4,50000,B048,1,1,S122,7,0,50000,4,15.25,1398,59,0
1,10012,1,1,4,6290.6,B013,0,1,S122,7,1552.4,70000,5,15.25,1674,69,0
0,10004,1,1,4,4000,B003,0,1,S122,7,0,50000,3,19.18,1103,41,0
1,10089,3,2,4,5000,B004,1,1,S122,7,486,50000,3,19.18,1103,42,0
0,10048,3,2,4,1000,B040,1,0,S122,7,0,40000,4,19.18,1103,43,0
0,10477,3,3,4,1000,B002,1,0,S122,7,0,40000,4,19.18,1103,70,0
0,10133,3,2,4,1550,B004,1,0,S122,7,200,40000,4,19.18,1103,60,0
1,10004,1,2,4,1800,B013,0,1,S122,7,0,10000,3,19.18,1103,49,0
0,10046,3,1,4,2000,B044,1,0,S122,7,0,40000,4,19.18,1103,60,0
1,10001,1,1,4,2500,B004,1,1,S122,7,0,10000,2,19.75,508,57,0
1,10021,2,1,4,2500,B003,0,1,S122,7,400,20000,5,15.5,481,61,0
0,10007,1,1,4,1600,B004,1,0,S122,7,0,40000,4,19.18,1103,45,0
1,10279,3,1,4,4300,B003,0,1,S122,7,0,80000,5,19.18,1103,49,0
0,10002,1,2,4,1920,B001,1,0,S122,7,430,40000,4,19.18,1103,50,0
1,10003,1,1,4,4000,B013,0,1,S122,7,600,10000,5,14.85,237,45,0
1,10004,1,2,4,4150,B002,1,1,S122,7,0,50000,5,15.25,1196,60,0
1,10001,1,3,4,2800,B032,0,1,S122,7,1000,19000,2,19.18,1103,56,0
1,10011,2,2,4,2000,B004,1,1,S122,7,0,32000,4,31.5,1180,60,0
1,10002,1,1,4,1700,B002,1,1,S122,7,0,27000,4,31.5,996,45,0
0,10002,1,2,4,2500,B001,1,0,S122,7,0,40000,4,19.18,1103,40,0
1,10006,1,2,4,1200,B001,1,1,S122,7,0,15000,4,31.5,553,32,0
0,10277,3,3,4,1050,B003,0,0,S122,7,150,40000,4,19.18,1103,46,0
0,10006,1,2,4,2115,B010,0,0,S122,7,0,40000,4,19.18,1103,33,0
0,10002,1,1,4,1050,B003,0,0,S122,7,0,40000,4,19.18,1103,58,0
0,10023,2,1,4,1650,B001,1,0,S122,7,800,40000,4,19.18,1103,46,0
1,10014,2,1,4,3900,B027,0,1,S122,7,218.7,50000,4,14.85,1388,54,0
1,10004,1,1,4,4700,B001,1,1,S122,7,0,80000,4,13.99,2186,51,0
1,10002,1,2,4,3000,B014,1,1,S122,7,0,50000,4,13.99,1366,52,0
0,10003,1,1,4,1272,B013,0,0,S122,7,153.1,40000,4,19.18,1103,53,0
1,10018,3,1,4,5600,B010,0,1,S122,7,0,50000,5,19.18,1103,43,0
1,10005,1,1,4,5200,B021,1,1,S122,7,330,36000,4,17.5,1048,69,0
1,10004,1,2,4,7900,B004,1,1,S122,7,2300,30000,2,13.5,1433,30,1
1,10003,1,3,4,5100,B002,1,1,S122,7,0,80000,5,19.18,1103,45,0
0,10004,1,2,4,2130,B002,1,1,S122,7,0,30000,3,19.18,1103,49,0
1,10029,3,1,4,2500,B001,1,1,S122,7,0,26000,2,19.18,1103,48,0
0,10002,1,2,4,6097.6,B001,1,0,S122,7,3089.6,40000,4,19.18,1103,39,0
1,10010,1,3,1,2050,B011,1,1,S122,7,0,35000,4,16.75,1005,37,0
0,10156,3,1,4,2000,B018,0,0,S122,7,1168.4,40000,4,19.18,1103,36,0
0,10003,1,2,4,2000,B001,1,0,S122,7,0,40000,4,19.18,1103,33,0
0,10004,1,1,4,1450,B001,1,0,S122,7,800,40000,4,19.18,1103,65,0
1,10007,1,2,4,1564.6,B004,1,1,S122,7,593.1,7000,3,19.18,1103,56,0
0,10003,1,1,4,1572,B013,0,0,S122,7,153.1,40000,4,19.18,1103,51,0
1,10006,1,3,2,4500,B001,1,1,S122,7,1210.9,10000,1,19.18,1103,44,0
1,10005,1,3,4,1820,B013,0,1,S122,7,0,30000,4,19.18,1103,40,0
1,10014,2,1,4,3900,B027,0,1,S122,7,217.8,50000,5,19.18,1103,64,0
0,10003,1,1,4,1000,B001,1,0,S122,7,0,40000,4,19.18,1103,66,0
0,10020,1,2,4,1600,B013,0,0,S122,7,0,40000,4,19.18,1103,60,0
1,10001,1,1,4,2084.8,B001,1,1,S122,7,500,20000,4,19.18,1103,64,0
1,10006,1,2,4,1600,B002,1,1,S122,7,0,26000,4,19.18,1103,43,0
0,10001,1,3,4,1650,B002,1,0,S122,7,0,40000,4,19.18,1103,47,0
1,10004,1,1,4,3300,B015,1,1,S122,7,0,60000,4,19.18,1103,33,0
0,10001,1,1,4,2350,B001,1,0,S122,7,0,40000,4,19.18,1103,41,0
0,10001,1,1,4,3900,B001,1,0,S122,7,0,40000,4,19.18,1103,46,0
0,10001,1,1,4,7000,B001,1,0,S122,7,1200,40000,4,19.18,1103,38,0
0,10001,1,2,4,2400,B001,1,0,S122,7,0,40000,4,19.18,1103,69,0
0,10001,1,2,2,3800,B001,1,0,S122,7,0,40000,4,19.18,1103,52,0
1,10002,1,2,4,2013,B005,1,1,S122,7,0,30000,5,18,762,39,0
0,10014,2,1,4,2000,B001,1,0,S122,7,700,40000,4,19.18,1103,43,0
0,10001,1,2,4,1420,B001,1,0,S122,7,0,40000,4,19.18,1103,47,0
0,10284,3,1,4,1000,B001,1,0,S122,7,0,40000,4,19.18,1103,31,0
1,10003,1,1,4,2500,B004,1,1,S122,7,0,51000,5,19.18,1103,60,0
0,10002,1,1,4,820,B001,1,0,S122,7,0,40000,4,19.18,1103,45,0
0,10001,1,1,4,1980,B001,1,0,S122,7,500,40000,4,19.18,1103,56,0
0,10002,1,2,4,5600,B002,1,0,S122,7,0,40000,4,19.18,1103,64,0
0,10002,1,1,4,3283.1,B002,1,1,S122,7,0,63000,4,19.18,1103,35,0
0,10009,2,1,4,920,B001,1,0,S122,7,0,40000,4,19.18,1103,32,0
0,10048,3,1,4,1650,B014,1,0,S122,7,400,40000,4,19.18,1103,53,0
0,10002,1,1,4,1500,B001,1,0,S122,7,0,40000,4,19.18,1103,44,0
0,10005,1,2,2,3100,B004,1,0,S122,7,1500,40000,4,19.18,1103,67,0
1,10003,1,3,4,3500,B001,1,1,S122,7,200,10000,5,19.18,1103,35,0
0,10002,1,2,4,2500,B007,0,1,S122,7,0,30000,4,17.5,873,70,0
1,10022,2,3,2,2800,B004,1,1,S122,7,0,50000,4,19.18,1103,37,0
0,10008,1,1,4,166.7,B003,0,0,S122,7,0,40000,4,19.18,1103,47,0
0,10003,1,2,4,1500,B002,1,0,S122,7,0,40000,4,19.18,1103,39,0
0,10042,3,1,4,2100,B003,0,1,S122,7,0,28000,3,33,1235,34,0
1,10013,2,2,4,3000,B001,1,1,S122,7,0,63000,5,19.18,1103,63,0
0,10002,1,2,4,6800,B004,1,0,S122,7,1500,40000,4,19.18,1103,50,0
1,10010,1,1,4,5000,B002,1,1,S122,7,950,8000,1,13.99,718,49,0
0,10002,1,2,4,1100,B015,1,0,S122,7,0,40000,4,19.18,1103,66,0
1,10002,1,2,4,2920,B014,1,1,S122,7,0,50000,5,19.18,1103,44,0
1,10005,1,1,4,2500,B002,1,1,S122,7,0,42000,4,19.18,1103,63,0
0,10020,1,1,4,2500,B002,1,0,S122,7,686,40000,4,19.18,1103,57,0
1,10009,2,1,4,1600,B027,0,1,S122,7,0,26000,4,31.5,959,49,0
1,10036,3,1,4,3000,B003,0,1,S122,7,0,34000,2,19.18,1103,54,0
0,10002,1,1,4,4500,B005,1,1,S122,7,700,30000,4,14.85,833,59,0
1,10006,1,3,2,2200,B006,1,1,S122,7,0,37000,4,19.18,1103,47,0
0,10012,1,3,4,1706,B004,1,0,S122,7,0,40000,4,19.18,1103,59,0
0,10003,1,1,4,1500,B001,1,0,S122,7,0,40000,4,19.18,1103,33,0
1,10006,1,2,4,1730,B001,1,1,S122,7,0,28000,4,31.5,1033,59,0
0,10023,2,1,4,2500,B012,0,0,S122,7,0,40000,4,19.18,1103,30,0
1,10010,1,3,4,5000,B002,1,1,S122,7,950,8000,1,19.18,1103,42,0
1,10003,1,3,4,2650,B001,1,1,S122,7,0,50000,5,16.75,1236,51,0
1,10230,3,2,4,5000,B002,1,1,S122,7,0,50000,3,19.18,1103,48,0
0,10117,3,3,1,2500,B002,1,0,S122,7,0,40000,4,19.18,1103,38,0
0,10003,1,3,4,1900,B001,1,0,S122,7,0,40000,4,19.18,1103,49,0
0,10003,1,1,4,1000,B001,1,0,S122,7,250,40000,4,19.18,1103,40,0
1,10018,3,3,4,3500,B001,1,1,S122,7,500,10000,5,19.18,1103,44,0
1,10003,1,1,1,3500,B003,0,1,S122,7,0,60000,4,13.99,1639,52,0
0,10001,1,1,4,1400,B001,1,0,S122,7,100,40000,4,19.18,1103,50,0
1,10001,1,2,4,2400,B002,1,1,S122,7,0,50000,5,18.15,1274,42,0
1,10004,1,1,4,3500,B002,1,1,S122,7,700,20000,3,19.18,1103,60,0
1,10001,1,2,4,4500,B001,1,1,S122,7,0,10000,4,15.25,280,38,0
0,10006,1,2,4,2000,B003,0,0,S122,7,700,40000,4,19.18,1103,53,0
1,10020,1,3,4,4500,B001,1,1,S122,7,0,89000,5,13.75,2059,33,0
0,10003,1,2,3,1600,B002,1,0,S122,7,0,40000,4,19.18,1103,67,0
1,10005,1,1,4,1300,B028,1,1,S122,7,0,21000,4,31.5,775,67,0
1,10001,1,3,4,2800,B004,1,1,S122,7,0,20000,4,15.5,562,35,0
1,10014,2,1,4,2500,B001,1,1,S122,7,0,20000,5,15.25,478,62,0
1,10031,3,1,4,3500,B003,0,1,S122,7,1300,17000,2,29,942,68,0
0,10005,1,3,4,1200,B001,1,1,S122,7,0,19000,4,31.5,701,44,0
1,10002,1,1,4,2000,B013,0,1,S122,7,0,34000,4,19.18,1103,69,0
0,10007,1,2,4,3400,B001,1,1,S122,7,0,56000,4,19.18,1103,65,0
1,10001,1,2,4,3800,B001,1,1,S122,7,0,53000,3,13.99,1811,38,0
0,10046,3,1,4,1300,B003,0,0,S122,7,300,40000,4,19.18,1103,39,0
0,10002,1,2,4,1070,B029,0,0,S122,7,0,40000,4,19.18,1103,39,0
0,10168,3,1,4,4800,B003,0,0,S122,7,0,40000,4,19.18,1103,53,0
1,10005,1,2,2,3800,B001,1,1,S122,7,0,45000,4,13,1207,67,0
1,10011,2,1,4,1400,B002,1,1,S122,7,0,21000,4,35.5,825,50,0
0,10004,1,1,4,740,B004,1,0,S122,7,0,40000,4,19.18,1103,60,0
1,10007,1,2,4,1500,B001,1,1,S122,7,165.8,28000,5,18.25,715,49,0
0,10046,3,1,4,1300,B003,0,0,S122,7,300,40000,4,19.18,1103,62,0
1,10001,1,1,4,3000,B003,0,1,S122,7,0,52000,4,19.18,1103,38,0
1,10008,1,1,4,3600,B015,1,1,S122,7,800,20000,4,13.99,546,42,0
1,10005,1,2,4,1900,B003,0,1,S122,7,500,12000,2,18.25,601,40,0
0,10009,2,2,4,1800,B007,0,0,S122,7,1100,40000,4,19.18,1103,43,0
1,10001,1,1,4,4500,B001,1,1,S122,7,0,20000,5,19.18,1103,47,0
1,10002,1,2,4,4500,B003,0,1,S122,7,0,20000,2,13.99,960,35,0
1,10006,1,1,4,7000,B005,1,1,S122,7,0,126000,4,19.18,1103,31,0
1,10005,1,1,4,2700,B028,1,1,S122,7,0,51000,4,27,1748,46,0
1,10368,3,3,4,1400,B002,1,1,S122,7,480,7000,3,37,325,37,0
1,10008,1,3,1,1400,B001,1,1,S122,7,0,22000,4,31.5,811,60,0
0,10001,1,3,4,1640,B002,1,0,S122,7,0,40000,4,19.18,1103,66,0
1,10040,3,1,4,1750,B017,0,1,S122,7,0,26000,4,37,1045,52,0
1,10002,1,1,4,1550,B013,0,1,S122,7,0,20000,4,19.18,1103,48,0
1,10692,3,3,4,5200,B002,1,1,S122,7,1800,10000,5,14.5,235,43,0
0,10001,1,2,4,8800,B002,1,0,S122,7,3000,40000,4,19.18,1103,40,0
1,10010,1,2,4,3200,B001,1,1,S122,7,0,50000,3,19.18,1103,38,0
0,10001,1,1,4,4990.3,B008,0,0,S122,7,0,40000,4,19.18,1103,52,0
0,10001,1,1,4,800,B010,0,0,S122,7,400,40000,4,19.18,1103,51,0
1,10004,1,3,2,1750,B001,1,1,S122,7,461.2,10000,3,14.25,343,60,0
1,10003,1,3,2,2100,B002,1,1,S122,7,0,49000,5,19.18,1103,43,0
0,10001,1,2,3,1050,B001,1,0,S122,7,180,40000,4,19.18,1103,61,0
1,10004,1,2,4,6500,B002,1,1,S122,7,800,80000,4,19.18,1103,41,0
0,10003,1,1,4,1500,B006,1,0,S122,7,500,40000,4,19.18,1103,37,0
1,10009,2,1,4,1500,B001,1,1,S122,7,0,10000,4,31.5,369,41,0
